"","LENGTH","WEIGHT","ABUNDANCE","YEAR","SEASON","SURVEY","SURVEY_INITIAL","Age"
"4216",16,13.5,1,2001,"Summer","DredgeDat","D",2
"4217",15.5,13.6,3,2001,"Summer","DredgeDat","D",2
"4218",15,14.2,1,2001,"Summer","DredgeDat","D",2
"4219",16,14.7,1,2001,"Summer","DredgeDat","D",2
"4220",16,15,1,2001,"Summer","DredgeDat","D",2
"4221",17,16.1,1,2001,"Summer","DredgeDat","D",2
"4222",16.5,17.1,1,2001,"Summer","DredgeDat","D",2
"4223",10,2.1,3,2001,"Summer","DredgeDat","D",2
"4224",10,2.2,3,2001,"Summer","DredgeDat","D",2
"4225",10.5,2.3,3,2001,"Summer","DredgeDat","D",2
"4226",10.5,2.4,3,2001,"Summer","DredgeDat","D",2
"4227",10,2.5,3,2001,"Summer","DredgeDat","D",2
"4228",9.5,2.6,10,2001,"Summer","DredgeDat","D",2
"4229",9.5,2.8,9,2001,"Summer","DredgeDat","D",2
"4230",10,2.8,7,2001,"Summer","DredgeDat","D",2
"4231",10.5,2.8,5,2001,"Summer","DredgeDat","D",2
"4232",12,2.8,1,2001,"Summer","DredgeDat","D",2
"4233",10,2.9,7,2001,"Summer","DredgeDat","D",2
"4234",10,3,3,2001,"Summer","DredgeDat","D",2
"4235",10.5,3,5,2001,"Summer","DredgeDat","D",2
"4236",11,3,2,2001,"Summer","DredgeDat","D",2
"4237",10,3.1,4,2001,"Summer","DredgeDat","D",2
"4238",11.5,3.1,1,2001,"Summer","DredgeDat","D",2
"4239",10,3.2,7,2001,"Summer","DredgeDat","D",2
"4240",11,3.2,2,2001,"Summer","DredgeDat","D",2
"4241",10,3.3,3,2001,"Summer","DredgeDat","D",2
"4242",10.5,3.4,5,2001,"Summer","DredgeDat","D",2
"4243",11,3.4,2,2001,"Summer","DredgeDat","D",2
"4244",11.5,3.4,1,2001,"Summer","DredgeDat","D",2
"4245",12,3.4,1,2001,"Summer","DredgeDat","D",2
"4246",10.5,3.5,10,2001,"Summer","DredgeDat","D",2
"4247",11,3.5,3,2001,"Summer","DredgeDat","D",2
"4248",10,3.6,3,2001,"Summer","DredgeDat","D",2
"4249",10.5,3.6,8,2001,"Summer","DredgeDat","D",2
"4250",11,3.6,2,2001,"Summer","DredgeDat","D",2
"4251",12,3.6,1,2001,"Summer","DredgeDat","D",2
"4252",10,3.7,7,2001,"Summer","DredgeDat","D",2
"4253",10.5,3.7,5,2001,"Summer","DredgeDat","D",2
"4254",11.5,3.7,1,2001,"Summer","DredgeDat","D",2
"4255",10.5,3.8,8,2001,"Summer","DredgeDat","D",2
"4256",11,3.8,5,2001,"Summer","DredgeDat","D",2
"4257",11.5,3.8,1,2001,"Summer","DredgeDat","D",2
"4258",10.5,3.9,5,2001,"Summer","DredgeDat","D",2
"4259",11,3.9,2,2001,"Summer","DredgeDat","D",2
"4260",11.5,3.9,1,2001,"Summer","DredgeDat","D",2
"4261",12,3.9,1,2001,"Summer","DredgeDat","D",2
"4262",12.5,3.9,1,2001,"Summer","DredgeDat","D",2
"4263",10.5,4,2,2001,"Summer","DredgeDat","D",2
"4264",11,4,2,2001,"Summer","DredgeDat","D",2
"4265",11.5,4,1,2001,"Summer","DredgeDat","D",2
"4266",12,4,1,2001,"Summer","DredgeDat","D",2
"4267",10.5,4.1,2,2001,"Summer","DredgeDat","D",2
"4268",11,4.1,7,2001,"Summer","DredgeDat","D",2
"4269",11,4.2,9,2001,"Summer","DredgeDat","D",2
"4270",11.5,4.2,4,2001,"Summer","DredgeDat","D",2
"4271",12,4.2,1,2001,"Summer","DredgeDat","D",2
"4272",13,4.2,1,2001,"Summer","DredgeDat","D",2
"4273",10.5,4.3,2,2001,"Summer","DredgeDat","D",2
"4274",11,4.3,5,2001,"Summer","DredgeDat","D",2
"4275",11.5,4.3,1,2001,"Summer","DredgeDat","D",2
"4276",12.5,4.3,1,2001,"Summer","DredgeDat","D",2
"4277",11,4.4,5,2001,"Summer","DredgeDat","D",2
"4278",11.5,4.4,5,2001,"Summer","DredgeDat","D",2
"4279",10.5,4.5,5,2001,"Summer","DredgeDat","D",2
"4280",11,4.5,10,2001,"Summer","DredgeDat","D",2
"4281",11.5,4.5,9,2001,"Summer","DredgeDat","D",2
"4282",11,4.6,3,2001,"Summer","DredgeDat","D",2
"4283",11.5,4.6,4,2001,"Summer","DredgeDat","D",2
"4284",12.5,4.6,1,2001,"Summer","DredgeDat","D",2
"4285",10.5,4.7,2,2001,"Summer","DredgeDat","D",2
"4286",11,4.7,3,2001,"Summer","DredgeDat","D",2
"4287",11.5,4.7,9,2001,"Summer","DredgeDat","D",2
"4288",12,4.7,3,2001,"Summer","DredgeDat","D",2
"4289",12.5,4.7,1,2001,"Summer","DredgeDat","D",2
"4290",11,4.8,2,2001,"Summer","DredgeDat","D",2
"4291",11.5,4.8,8,2001,"Summer","DredgeDat","D",2
"4292",12,4.8,4,2001,"Summer","DredgeDat","D",2
"4293",11.5,4.9,5,2001,"Summer","DredgeDat","D",2
"4294",12,4.9,3,2001,"Summer","DredgeDat","D",2
"4295",11,5,2,2001,"Summer","DredgeDat","D",2
"4296",11.5,5,7,2001,"Summer","DredgeDat","D",2
"4297",12,5,6,2001,"Summer","DredgeDat","D",2
"4298",12.5,5,1,2001,"Summer","DredgeDat","D",2
"4299",11,5.1,3,2001,"Summer","DredgeDat","D",2
"4300",11.5,5.1,4,2001,"Summer","DredgeDat","D",2
"4301",12,5.1,3,2001,"Summer","DredgeDat","D",2
"4302",11,5.2,2,2001,"Summer","DredgeDat","D",2
"4303",11.5,5.2,4,2001,"Summer","DredgeDat","D",2
"4304",12,5.2,1,2001,"Summer","DredgeDat","D",2
"4305",12.5,5.2,1,2001,"Summer","DredgeDat","D",2
"4306",11.5,5.3,7,2001,"Summer","DredgeDat","D",2
"4307",12,5.3,3,2001,"Summer","DredgeDat","D",2
"4308",12.5,5.3,1,2001,"Summer","DredgeDat","D",2
"4309",11.5,5.4,4,2001,"Summer","DredgeDat","D",2
"4310",12,5.4,6,2001,"Summer","DredgeDat","D",2
"4311",12.5,5.4,1,2001,"Summer","DredgeDat","D",2
"4312",11.5,5.5,3,2001,"Summer","DredgeDat","D",2
"4313",12,5.5,3,2001,"Summer","DredgeDat","D",2
"4314",11.5,5.6,3,2001,"Summer","DredgeDat","D",2
"4315",12,5.6,4,2001,"Summer","DredgeDat","D",2
"4316",12.5,5.6,1,2001,"Summer","DredgeDat","D",2
"4317",13.5,5.6,1,2001,"Summer","DredgeDat","D",2
"4318",12,5.7,5,2001,"Summer","DredgeDat","D",2
"4319",13.5,5.7,1,2001,"Summer","DredgeDat","D",2
"4320",12,5.8,4,2001,"Summer","DredgeDat","D",2
"4321",12.5,5.8,7,2001,"Summer","DredgeDat","D",2
"4322",12,5.9,12,2001,"Summer","DredgeDat","D",2
"4323",12.5,5.9,4,2001,"Summer","DredgeDat","D",2
"4324",12,6,4,2001,"Summer","DredgeDat","D",2
"4325",12.5,6,3,2001,"Summer","DredgeDat","D",2
"4326",11,6.1,2,2001,"Summer","DredgeDat","D",2
"4327",12,6.1,5,2001,"Summer","DredgeDat","D",2
"4328",12.5,6.1,7,2001,"Summer","DredgeDat","D",2
"4329",12,6.2,7,2001,"Summer","DredgeDat","D",2
"4330",12.5,6.2,1,2001,"Summer","DredgeDat","D",2
"4331",12.5,6.3,3,2001,"Summer","DredgeDat","D",2
"4332",13,6.3,1,2001,"Summer","DredgeDat","D",2
"4333",14,6.3,1,2001,"Summer","DredgeDat","D",2
"4334",12,6.4,1,2001,"Summer","DredgeDat","D",2
"4335",12.5,6.4,1,2001,"Summer","DredgeDat","D",2
"4336",12.5,6.5,4,2001,"Summer","DredgeDat","D",2
"4337",13,6.5,1,2001,"Summer","DredgeDat","D",2
"4338",12.5,6.6,3,2001,"Summer","DredgeDat","D",2
"4339",13,6.6,4,2001,"Summer","DredgeDat","D",2
"4340",12,6.7,4,2001,"Summer","DredgeDat","D",2
"4341",12.5,6.7,4,2001,"Summer","DredgeDat","D",2
"4342",13,6.7,3,2001,"Summer","DredgeDat","D",2
"4343",13.5,6.7,1,2001,"Summer","DredgeDat","D",2
"4344",12.5,6.8,6,2001,"Summer","DredgeDat","D",2
"4345",13,6.8,3,2001,"Summer","DredgeDat","D",2
"4346",12.5,6.9,1,2001,"Summer","DredgeDat","D",2
"4347",13,6.9,4,2001,"Summer","DredgeDat","D",2
"4348",13.5,6.9,1,2001,"Summer","DredgeDat","D",2
"4349",12.5,7,4,2001,"Summer","DredgeDat","D",2
"4350",13,7,4,2001,"Summer","DredgeDat","D",2
"4351",13.5,7,1,2001,"Summer","DredgeDat","D",2
"4352",12.5,7.1,3,2001,"Summer","DredgeDat","D",2
"4353",13,7.1,3,2001,"Summer","DredgeDat","D",2
"4354",12.5,7.2,3,2001,"Summer","DredgeDat","D",2
"4355",13,7.2,7,2001,"Summer","DredgeDat","D",2
"4356",12.5,7.3,3,2001,"Summer","DredgeDat","D",2
"4357",13,7.3,1,2001,"Summer","DredgeDat","D",2
"4358",13.5,7.3,2,2001,"Summer","DredgeDat","D",2
"4359",13,7.4,1,2001,"Summer","DredgeDat","D",2
"4360",13.5,7.4,1,2001,"Summer","DredgeDat","D",2
"4361",13,7.5,3,2001,"Summer","DredgeDat","D",2
"4362",13.5,7.5,3,2001,"Summer","DredgeDat","D",2
"4363",14,7.5,1,2001,"Summer","DredgeDat","D",2
"4364",13,7.6,1,2001,"Summer","DredgeDat","D",2
"4365",14,7.6,1,2001,"Summer","DredgeDat","D",2
"4366",13,7.7,7,2001,"Summer","DredgeDat","D",2
"4367",13.5,7.7,2,2001,"Summer","DredgeDat","D",2
"4368",14,7.7,1,2001,"Summer","DredgeDat","D",2
"4369",12.5,7.8,3,2001,"Summer","DredgeDat","D",2
"4370",13,7.8,3,2001,"Summer","DredgeDat","D",2
"4371",13.5,7.8,1,2001,"Summer","DredgeDat","D",2
"4372",13,7.9,1,2001,"Summer","DredgeDat","D",2
"4373",13.5,7.9,2,2001,"Summer","DredgeDat","D",2
"4374",14,8,1,2001,"Summer","DredgeDat","D",2
"4375",13,8.1,1,2001,"Summer","DredgeDat","D",2
"4376",13.5,8.1,2,2001,"Summer","DredgeDat","D",2
"4377",14,8.1,1,2001,"Summer","DredgeDat","D",2
"4378",13,8.2,1,2001,"Summer","DredgeDat","D",2
"4379",13.5,8.2,1,2001,"Summer","DredgeDat","D",2
"4380",14,8.2,1,2001,"Summer","DredgeDat","D",2
"4381",14.5,8.2,1,2001,"Summer","DredgeDat","D",2
"4382",13.5,8.3,1,2001,"Summer","DredgeDat","D",2
"4383",14,8.3,2,2001,"Summer","DredgeDat","D",2
"4384",13.5,8.4,2,2001,"Summer","DredgeDat","D",2
"4385",14,8.4,1,2001,"Summer","DredgeDat","D",2
"4386",13.5,8.5,4,2001,"Summer","DredgeDat","D",2
"4387",14,8.5,2,2001,"Summer","DredgeDat","D",2
"4388",13,8.6,1,2001,"Summer","DredgeDat","D",2
"4389",13.5,8.6,4,2001,"Summer","DredgeDat","D",2
"4390",14,8.6,1,2001,"Summer","DredgeDat","D",2
"4391",15,8.6,1,2001,"Summer","DredgeDat","D",2
"4392",13.5,8.7,1,2001,"Summer","DredgeDat","D",2
"4393",14,8.7,1,2001,"Summer","DredgeDat","D",2
"4394",13,8.8,1,2001,"Summer","DredgeDat","D",2
"4395",14.5,8.8,1,2001,"Summer","DredgeDat","D",2
"4396",15,8.8,1,2001,"Summer","DredgeDat","D",2
"4397",13.5,8.9,1,2001,"Summer","DredgeDat","D",2
"4398",14,8.9,1,2001,"Summer","DredgeDat","D",2
"4399",14,9.1,3,2001,"Summer","DredgeDat","D",2
"4400",13,9.2,1,2001,"Summer","DredgeDat","D",2
"4401",13.5,9.2,1,2001,"Summer","DredgeDat","D",2
"4402",14,9.2,5,2001,"Summer","DredgeDat","D",2
"4403",13,9.3,1,2001,"Summer","DredgeDat","D",2
"4404",13.5,9.4,1,2001,"Summer","DredgeDat","D",2
"4405",14,9.4,1,2001,"Summer","DredgeDat","D",2
"4406",13.5,9.5,1,2001,"Summer","DredgeDat","D",2
"4407",14,9.6,2,2001,"Summer","DredgeDat","D",2
"4408",14,9.8,1,2001,"Summer","DredgeDat","D",2
"4409",14.5,9.9,2,2001,"Summer","DredgeDat","D",2
"4410",15,9.9,1,2001,"Summer","DredgeDat","D",2
"4411",14,10,2,2002,"Summer","DredgeDat","D",2
"4412",14.5,10,6,2002,"Summer","DredgeDat","D",2
"4413",14,10.1,3,2002,"Summer","DredgeDat","D",2
"4414",14.5,10.1,3,2002,"Summer","DredgeDat","D",2
"4415",15,10.1,1,2002,"Summer","DredgeDat","D",2
"4416",14,10.2,3,2002,"Summer","DredgeDat","D",2
"4417",14.5,10.2,8,2002,"Summer","DredgeDat","D",2
"4418",15,10.2,2,2002,"Summer","DredgeDat","D",2
"4419",14,10.3,2,2002,"Summer","DredgeDat","D",2
"4420",14.5,10.3,6,2002,"Summer","DredgeDat","D",2
"4421",15,10.3,1,2002,"Summer","DredgeDat","D",2
"4422",14.5,10.4,9,2002,"Summer","DredgeDat","D",2
"4423",15,10.4,2,2002,"Summer","DredgeDat","D",2
"4424",14,10.5,3,2002,"Summer","DredgeDat","D",2
"4425",14.5,10.5,11,2002,"Summer","DredgeDat","D",2
"4426",14,10.6,3,2002,"Summer","DredgeDat","D",2
"4427",14.5,10.6,4,2002,"Summer","DredgeDat","D",2
"4428",15,10.6,2,2002,"Summer","DredgeDat","D",2
"4429",14.5,10.7,9,2002,"Summer","DredgeDat","D",2
"4430",15,10.7,3,2002,"Summer","DredgeDat","D",2
"4431",14.5,10.8,1,2002,"Summer","DredgeDat","D",2
"4432",15,10.8,2,2002,"Summer","DredgeDat","D",2
"4433",14.5,10.9,4,2002,"Summer","DredgeDat","D",2
"4434",15,10.9,4,2002,"Summer","DredgeDat","D",2
"4435",14.5,11,1,2002,"Summer","DredgeDat","D",2
"4436",14,11.1,2,2002,"Summer","DredgeDat","D",2
"4437",14.5,11.1,4,2002,"Summer","DredgeDat","D",2
"4438",15,11.1,4,2002,"Summer","DredgeDat","D",2
"4439",14.5,11.2,3,2002,"Summer","DredgeDat","D",2
"4440",15,11.2,4,2002,"Summer","DredgeDat","D",2
"4441",14.5,11.3,3,2002,"Summer","DredgeDat","D",2
"4442",15,11.3,7,2002,"Summer","DredgeDat","D",2
"4443",14.5,11.4,4,2002,"Summer","DredgeDat","D",2
"4444",15.5,11.4,1,2002,"Summer","DredgeDat","D",2
"4445",14.5,11.5,3,2002,"Summer","DredgeDat","D",2
"4446",15,11.5,7,2002,"Summer","DredgeDat","D",2
"4447",15,11.6,4,2002,"Summer","DredgeDat","D",2
"4448",14.5,11.7,3,2002,"Summer","DredgeDat","D",2
"4449",15,11.7,4,2002,"Summer","DredgeDat","D",2
"4450",15.5,11.7,3,2002,"Summer","DredgeDat","D",2
"4451",14.5,11.8,3,2002,"Summer","DredgeDat","D",2
"4452",15,11.8,3,2002,"Summer","DredgeDat","D",2
"4453",14.5,11.9,1,2002,"Summer","DredgeDat","D",2
"4454",15,11.9,3,2002,"Summer","DredgeDat","D",2
"4455",15.5,11.9,1,2002,"Summer","DredgeDat","D",2
"4456",15,12,13,2002,"Summer","DredgeDat","D",2
"4457",15.5,12,1,2002,"Summer","DredgeDat","D",2
"4458",15,12.1,1,2002,"Summer","DredgeDat","D",2
"4459",16,12.1,1,2002,"Summer","DredgeDat","D",2
"4460",15,12.2,9,2002,"Summer","DredgeDat","D",2
"4461",15.5,12.2,3,2002,"Summer","DredgeDat","D",2
"4462",14.5,12.3,1,2002,"Summer","DredgeDat","D",2
"4463",15,12.3,6,2002,"Summer","DredgeDat","D",2
"4464",15.5,12.3,3,2002,"Summer","DredgeDat","D",2
"4465",16,12.3,1,2002,"Summer","DredgeDat","D",2
"4466",14.5,12.4,1,2002,"Summer","DredgeDat","D",2
"4467",15,12.4,8,2002,"Summer","DredgeDat","D",2
"4468",15.5,12.4,1,2002,"Summer","DredgeDat","D",2
"4469",15.5,12.5,2,2002,"Summer","DredgeDat","D",2
"4470",15,12.6,1,2002,"Summer","DredgeDat","D",2
"4471",15.5,12.6,2,2002,"Summer","DredgeDat","D",2
"4472",14.5,12.7,1,2002,"Summer","DredgeDat","D",2
"4473",15,12.7,1,2002,"Summer","DredgeDat","D",2
"4474",15.5,12.7,1,2002,"Summer","DredgeDat","D",2
"4475",15,12.8,1,2002,"Summer","DredgeDat","D",2
"4476",15.5,12.8,3,2002,"Summer","DredgeDat","D",2
"4477",15,12.9,1,2002,"Summer","DredgeDat","D",2
"4478",15.5,12.9,1,2002,"Summer","DredgeDat","D",2
"4479",15,13,4,2002,"Summer","DredgeDat","D",2
"4480",15.5,13,5,2002,"Summer","DredgeDat","D",2
"4481",16,13,1,2002,"Summer","DredgeDat","D",2
"4482",16.5,13,1,2002,"Summer","DredgeDat","D",2
"4483",15,13.1,1,2002,"Summer","DredgeDat","D",2
"4484",15.5,13.1,6,2002,"Summer","DredgeDat","D",2
"4485",15,13.2,2,2002,"Summer","DredgeDat","D",2
"4486",15.5,13.2,4,2002,"Summer","DredgeDat","D",2
"4487",16,13.2,1,2002,"Summer","DredgeDat","D",2
"4488",15,13.3,2,2002,"Summer","DredgeDat","D",2
"4489",15.5,13.3,1,2002,"Summer","DredgeDat","D",2
"4490",15,13.4,1,2002,"Summer","DredgeDat","D",2
"4491",16,13.4,1,2002,"Summer","DredgeDat","D",2
"4492",15,13.5,1,2002,"Summer","DredgeDat","D",2
"4493",15.5,13.5,2,2002,"Summer","DredgeDat","D",2
"4494",16,13.5,1,2002,"Summer","DredgeDat","D",2
"4495",15.5,13.6,1,2002,"Summer","DredgeDat","D",2
"4496",16,13.6,1,2002,"Summer","DredgeDat","D",2
"4497",16.5,13.6,1,2002,"Summer","DredgeDat","D",2
"4498",15.5,13.7,1,2002,"Summer","DredgeDat","D",2
"4499",15.5,13.8,1,2002,"Summer","DredgeDat","D",2
"4500",16,13.8,3,2002,"Summer","DredgeDat","D",2
"4501",15.5,13.9,4,2002,"Summer","DredgeDat","D",2
"4502",16,13.9,1,2002,"Summer","DredgeDat","D",2
"4503",15.5,14,1,2002,"Summer","DredgeDat","D",2
"4504",16,14,1,2002,"Summer","DredgeDat","D",2
"4505",15.5,14.1,5,2002,"Summer","DredgeDat","D",2
"4506",16,14.1,5,2002,"Summer","DredgeDat","D",2
"4507",16.5,14.1,1,2002,"Summer","DredgeDat","D",2
"4508",15,14.2,1,2002,"Summer","DredgeDat","D",2
"4509",15.5,14.2,1,2002,"Summer","DredgeDat","D",2
"4510",16,14.2,4,2002,"Summer","DredgeDat","D",2
"4511",15.5,14.4,4,2002,"Summer","DredgeDat","D",2
"4512",16,14.4,3,2002,"Summer","DredgeDat","D",2
"4513",15.5,14.5,2,2002,"Summer","DredgeDat","D",2
"4514",16,14.5,1,2002,"Summer","DredgeDat","D",2
"4515",16,14.7,3,2002,"Summer","DredgeDat","D",2
"4516",15.5,14.8,2,2002,"Summer","DredgeDat","D",2
"4517",16,14.8,3,2002,"Summer","DredgeDat","D",2
"4518",15.5,14.9,2,2002,"Summer","DredgeDat","D",2
"4519",16,14.9,3,2002,"Summer","DredgeDat","D",2
"4520",16,15,1,2002,"Summer","DredgeDat","D",2
"4521",16.5,15,1,2002,"Summer","DredgeDat","D",2
"4522",15.5,15.1,1,2002,"Summer","DredgeDat","D",2
"4523",16,15.1,3,2002,"Summer","DredgeDat","D",2
"4524",16.5,15.2,2,2002,"Summer","DredgeDat","D",2
"4525",15.5,15.3,1,2002,"Summer","DredgeDat","D",2
"4526",16,15.3,1,2002,"Summer","DredgeDat","D",2
"4527",15.5,15.4,1,2002,"Summer","DredgeDat","D",2
"4528",16,15.4,1,2002,"Summer","DredgeDat","D",2
"4529",16.5,15.4,1,2002,"Summer","DredgeDat","D",2
"4530",16.5,15.7,1,2002,"Summer","DredgeDat","D",2
"4531",16,15.8,1,2002,"Summer","DredgeDat","D",2
"4532",16.5,15.9,1,2002,"Summer","DredgeDat","D",2
"4533",16.5,16,2,2002,"Summer","DredgeDat","D",2
"4534",17,16,1,2002,"Summer","DredgeDat","D",2
"4535",16,16.2,1,2002,"Summer","DredgeDat","D",2
"4536",16.5,16.2,2,2002,"Summer","DredgeDat","D",2
"4537",16.5,16.3,2,2002,"Summer","DredgeDat","D",2
"4538",16.5,16.4,2,2002,"Summer","DredgeDat","D",2
"4539",16.5,16.5,2,2002,"Summer","DredgeDat","D",2
"4540",16,16.6,1,2002,"Summer","DredgeDat","D",2
"4541",17,16.7,1,2002,"Summer","DredgeDat","D",2
"4542",16,16.8,1,2002,"Summer","DredgeDat","D",2
"4543",17,16.8,1,2002,"Summer","DredgeDat","D",2
"4544",16.5,17,2,2002,"Summer","DredgeDat","D",2
"4545",17,17,1,2002,"Summer","DredgeDat","D",2
"4546",16.5,17.1,2,2002,"Summer","DredgeDat","D",2
"4547",16.5,17.2,1,2002,"Summer","DredgeDat","D",2
"4548",17,17.2,1,2002,"Summer","DredgeDat","D",2
"4549",17,17.3,1,2002,"Summer","DredgeDat","D",2
"4550",16.5,17.7,1,2002,"Summer","DredgeDat","D",2
"4551",17,18.1,1,2002,"Summer","DredgeDat","D",2
"4552",16.5,18.2,1,2002,"Summer","DredgeDat","D",2
"4553",17,18.3,1,2002,"Summer","DredgeDat","D",2
"4554",16.5,18.4,2,2002,"Summer","DredgeDat","D",2
"4555",17,18.5,1,2002,"Summer","DredgeDat","D",2
"4556",17.5,19.1,2,2002,"Summer","DredgeDat","D",2
"4557",17,19.4,1,2002,"Summer","DredgeDat","D",2
"4558",17,19.5,1,2002,"Summer","DredgeDat","D",2
"4559",17.5,19.6,2,2002,"Summer","DredgeDat","D",2
"4560",10.5,2,1,2002,"Summer","DredgeDat","D",2
"4561",9.5,2.4,1,2002,"Summer","DredgeDat","D",2
"4562",10.5,2.5,1,2002,"Summer","DredgeDat","D",2
"4563",9.5,2.8,2,2002,"Summer","DredgeDat","D",2
"4564",10,2.8,3,2002,"Summer","DredgeDat","D",2
"4565",17.5,21.1,2,2002,"Summer","DredgeDat","D",2
"4566",10,3,3,2002,"Summer","DredgeDat","D",2
"4567",11.5,3,1,2002,"Summer","DredgeDat","D",2
"4568",10,3.1,2,2002,"Summer","DredgeDat","D",2
"4569",10.5,3.1,1,2002,"Summer","DredgeDat","D",2
"4570",10,3.2,2,2002,"Summer","DredgeDat","D",2
"4571",10.5,3.2,3,2002,"Summer","DredgeDat","D",2
"4572",10,3.3,2,2002,"Summer","DredgeDat","D",2
"4573",11,3.3,1,2002,"Summer","DredgeDat","D",2
"4574",11.5,3.3,1,2002,"Summer","DredgeDat","D",2
"4575",10,3.4,2,2002,"Summer","DredgeDat","D",2
"4576",10.5,3.4,5,2002,"Summer","DredgeDat","D",2
"4577",11,3.4,3,2002,"Summer","DredgeDat","D",2
"4578",10.5,3.5,1,2002,"Summer","DredgeDat","D",2
"4579",11,3.7,1,2002,"Summer","DredgeDat","D",2
"4580",11.5,3.7,1,2002,"Summer","DredgeDat","D",2
"4581",10.5,3.8,3,2002,"Summer","DredgeDat","D",2
"4582",11,3.8,1,2002,"Summer","DredgeDat","D",2
"4583",11.5,3.8,1,2002,"Summer","DredgeDat","D",2
"4584",10.5,3.9,4,2002,"Summer","DredgeDat","D",2
"4585",11,3.9,3,2002,"Summer","DredgeDat","D",2
"4586",12,3.9,1,2002,"Summer","DredgeDat","D",2
"4587",10.5,4,1,2002,"Summer","DredgeDat","D",2
"4588",11,4,4,2002,"Summer","DredgeDat","D",2
"4589",11.5,4,4,2002,"Summer","DredgeDat","D",2
"4590",12,4,1,2002,"Summer","DredgeDat","D",2
"4591",10.5,4.1,2,2002,"Summer","DredgeDat","D",2
"4592",11,4.1,4,2002,"Summer","DredgeDat","D",2
"4593",10.5,4.2,1,2002,"Summer","DredgeDat","D",2
"4594",11,4.2,4,2002,"Summer","DredgeDat","D",2
"4595",11.5,4.2,1,2002,"Summer","DredgeDat","D",2
"4596",11,4.3,3,2002,"Summer","DredgeDat","D",2
"4597",11.5,4.3,5,2002,"Summer","DredgeDat","D",2
"4598",12,4.3,1,2002,"Summer","DredgeDat","D",2
"4599",11,4.4,1,2002,"Summer","DredgeDat","D",2
"4600",11.5,4.4,7,2002,"Summer","DredgeDat","D",2
"4601",11,4.5,3,2002,"Summer","DredgeDat","D",2
"4602",11.5,4.5,5,2002,"Summer","DredgeDat","D",2
"4603",12,4.5,1,2002,"Summer","DredgeDat","D",2
"4604",11,4.6,1,2002,"Summer","DredgeDat","D",2
"4605",11.5,4.6,10,2002,"Summer","DredgeDat","D",2
"4606",12,4.6,1,2002,"Summer","DredgeDat","D",2
"4607",11,4.7,1,2002,"Summer","DredgeDat","D",2
"4608",11.5,4.7,1,2002,"Summer","DredgeDat","D",2
"4609",12,4.7,4,2002,"Summer","DredgeDat","D",2
"4610",11.5,4.8,6,2002,"Summer","DredgeDat","D",2
"4611",12,4.8,5,2002,"Summer","DredgeDat","D",2
"4612",11.5,4.9,6,2002,"Summer","DredgeDat","D",2
"4613",12,4.9,3,2002,"Summer","DredgeDat","D",2
"4614",11.5,5,7,2002,"Summer","DredgeDat","D",2
"4615",12,5,3,2002,"Summer","DredgeDat","D",2
"4616",11.5,5.1,6,2002,"Summer","DredgeDat","D",2
"4617",12,5.1,5,2002,"Summer","DredgeDat","D",2
"4618",12.5,5.1,5,2002,"Summer","DredgeDat","D",2
"4619",11.5,5.2,5,2002,"Summer","DredgeDat","D",2
"4620",12,5.2,14,2002,"Summer","DredgeDat","D",2
"4621",12,5.3,15,2002,"Summer","DredgeDat","D",2
"4622",12.5,5.3,1,2002,"Summer","DredgeDat","D",2
"4623",12,5.4,9,2002,"Summer","DredgeDat","D",2
"4624",12.5,5.4,4,2002,"Summer","DredgeDat","D",2
"4625",11.5,5.5,2,2002,"Summer","DredgeDat","D",2
"4626",12,5.5,12,2002,"Summer","DredgeDat","D",2
"4627",12.5,5.5,5,2002,"Summer","DredgeDat","D",2
"4628",11.5,5.6,1,2002,"Summer","DredgeDat","D",2
"4629",12,5.6,3,2002,"Summer","DredgeDat","D",2
"4630",12.5,5.6,6,2002,"Summer","DredgeDat","D",2
"4631",12,5.7,8,2002,"Summer","DredgeDat","D",2
"4632",12.5,5.7,5,2002,"Summer","DredgeDat","D",2
"4633",11.5,5.8,1,2002,"Summer","DredgeDat","D",2
"4634",12,5.8,9,2002,"Summer","DredgeDat","D",2
"4635",12.5,5.8,3,2002,"Summer","DredgeDat","D",2
"4636",13,5.8,2,2002,"Summer","DredgeDat","D",2
"4637",12,5.9,7,2002,"Summer","DredgeDat","D",2
"4638",12.5,5.9,21,2002,"Summer","DredgeDat","D",2
"4639",12.5,6,9,2002,"Summer","DredgeDat","D",2
"4640",12,6.1,3,2002,"Summer","DredgeDat","D",2
"4641",12.5,6.1,12,2002,"Summer","DredgeDat","D",2
"4642",13,6.1,2,2002,"Summer","DredgeDat","D",2
"4643",12,6.2,1,2002,"Summer","DredgeDat","D",2
"4644",12.5,6.2,4,2002,"Summer","DredgeDat","D",2
"4645",13,6.2,5,2002,"Summer","DredgeDat","D",2
"4646",12.5,6.3,6,2002,"Summer","DredgeDat","D",2
"4647",13,6.3,4,2002,"Summer","DredgeDat","D",2
"4648",12,6.4,1,2002,"Summer","DredgeDat","D",2
"4649",12.5,6.4,6,2002,"Summer","DredgeDat","D",2
"4650",13,6.4,7,2002,"Summer","DredgeDat","D",2
"4651",13.5,6.4,2,2002,"Summer","DredgeDat","D",2
"4652",12.5,6.5,6,2002,"Summer","DredgeDat","D",2
"4653",13,6.5,11,2002,"Summer","DredgeDat","D",2
